"","PARPKO_r1","PARPKO_r2","PARPKO_r3","WT_r1","WT_r2","WT_r3"
"Gm4849",7,2,9,6,9,9
"ENSMUSG00002076883",0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0
"Gm5706",167,156,452,291,252,283
"ENSMUSG00000073482",2,1,10,0,2,2
"Tmem163",12,13,29,22,22,22
"Acmsd",2,5,10,4,4,6
"Trp53bp2",1285,1212,3462,1468,1412,2677
"Pkhd1",179,156,421,307,274,424
"ENSMUSG00000091806",0,1,1,0,0,0
"ENSMUSG00000101853",1,0,1,0,0,0
"ENSMUSG00000104095",1,1,13,1,0,3
"ENSMUSG00000090142",0,0,5,1,2,0
"Gm24162",0,0,0,0,0,0
"Lincmd1",0,0,0,0,0,0
"Mir206",0,0,0,0,0,0
"Mir133b",0,0,0,0,0,0
"Il17a",0,0,0,0,0,0
"Ccnt2",5368,5171,11798,6478,5999,10846
"Il17f",36,31,69,26,24,27
"Ankrd44",81,85,163,107,91,300
"Ncl",82437,78415,207463,103534,98416,188976
"ENSMUSG00000102503",0,0,0,0,0,0
"Snora75",0,0,0,0,0,0
"ENSMUSG00002075552",0,0,0,0,0,0
"Mir3535",6,2,14,3,3,5
"ENSMUSG00000102642",0,0,9,1,1,0
"ENSMUSG00002076827",0,0,0,0,0,0
"Snord82",1,1,0,1,2,3
"Capn2",806,803,2099,770,664,1911
"ENSMUSG00000110510",0,0,0,1,0,0
"ENSMUSG00000104415",4,2,13,1,0,13
"Nmur1",0,1,1,1,0,7
"Tex44",3,0,0,5,3,6
"ENSMUSG00000101328",2,0,0,0,2,1
"Map3k19",0,0,7,0,0,3
"Mcm3",9465,9045,18438,13295,12903,19544
"Gm20587",0,0,0,0,0,0
"ENSMUSG00000102121",0,0,0,0,0,0
"Gm24723",0,0,0,0,0,0
"Sf3b1",11984,11288,25524,16915,16080,31619
"ENSMUSG00000103030",0,0,0,0,0,0
"Ptma",7661,7339,15524,13343,12688,3566
"Paqr8",299,284,472,233,199,195
"Gm24171",0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0
"Efhc1",141,111,239,79,70,151
"Pde6d",799,798,1494,875,841,1252
"ENSMUSG00000102927",8,5,4,5,3,2
"Coq10b",472,457,817,577,594,721
"Gm17971",9,9,21,18,10,32
"Tram2",430,455,816,644,570,942
"ENSMUSG00000099971",0,0,0,1,1,6
"Rab3gap1",1509,1394,2884,2040,1938,2945
"Tmem14a",55,51,84,43,44,76
"ENSMUSG00000102633",0,0,0,1,1,3
"Cops7b",1053,956,1722,1403,1339,2018
"ENSMUSG00002075077",0,0,0,0,0,0
"ENSMUSG00000103609",0,0,2,1,5,6
"Rasal2",630,559,1886,862,721,1521
"Nppc",9,5,11,30,38,48
"ENSMUSG00000102326",2,0,0,1,1,0
"ENSMUSG00000102391",0,0,0,0,1,0
"ENSMUSG00000087632",0,1,2,0,0,1
"ENSMUSG00000103808",4,2,0,1,1,0
"Hspd1",10980,10699,25595,18753,17884,28881
"Hspe1",1210,1141,1439,2022,1955,1347
"Gm5147",1,2,9,4,0,10
"Gm16581",0,1,8,1,2,1
"Gsta3",134,104,147,488,489,410
"Zranb3",1349,1257,2573,1791,1733,2259
"ENSMUSG00000104164",76,78,468,167,148,447
"Rpl28-ps1",10,9,19,38,38,30
"ENSMUSG00000102782",8,11,21,13,12,8
"ENSMUSG00000103999",3,3,10,7,4,4
"Cryzl2",110,97,297,104,122,242
"Khdc1a",0,1,0,0,0,0
"Khdc1c",0,0,0,0,0,0
"Mob4",1486,1468,2959,2110,2032,2491
"ENSMUSG00000085507",0,0,0,0,0,0
"ENSMUSG00000094926",0,0,0,0,0,0
"Khdc1b",0,0,0,0,0,0
"Dis3l2",657,598,1375,796,775,1892
"ENSMUSG00000100225",0,0,0,0,0,0
"ENSMUSG00000100768",1,0,0,0,1,0
"ENSMUSG00000104121",2,1,5,1,1,3
"ENSMUSG00000102383",2,0,0,1,1,0
"ENSMUSG00000104400",1,1,0,3,0,0
"ENSMUSG00000102293",1,1,5,0,0,4
"ENSMUSG00000102649",5,2,0,2,1,2
"Gm6136",15,11,38,8,4,40
"ENSMUSG00000102571",0,3,1,0,3,0
"ENSMUSG00000102956",0,0,0,0,0,0
"ENSMUSG00000103984",7,2,27,6,6,30
"Rftn2",9,10,38,16,11,26
"Mars2",576,532,1114,886,817,1104
"Alppl2",6,4,8,20,24,20
"Alpi",0,1,0,0,0,0
"ENSMUSG00000100940",0,0,0,0,0,0
"Kcnq5",22,12,72,1,4,14
"Akp3",0,0,0,2,1,8
"ENSMUSG00000104138",0,0,0,0,0,0
"Gm7658",62,84,29,83,78,13
"ENSMUSG00000103748",0,0,0,0,0,0
"Boll",47,38,120,63,60,96
"Gm8292",438,418,347,549,517,450
"Btf3-ps17",0,0,0,0,0,0
"Gm8531",0,2,0,3,2,0
"Plcl1",3,8,25,10,10,10
"ENSMUSG00000102145",1,1,0,0,0,0
"ENSMUSG00000100309",0,0,0,0,0,0
"R3hdm1",3638,3325,10825,5660,5368,11936
"ENSMUSG00000102831",0,0,0,0,0,0
"ENSMUSG00000101535",0,0,0,0,0,0
"ENSMUSG00000104239",0,2,0,2,4,8
"ENSMUSG00000102491",0,0,0,0,0,0
"ENSMUSG00000102179",1,3,0,2,8,0
"ENSMUSG00000103497",1,2,0,1,2,0
"Mir128-1",0,0,0,0,0,0
"ENSMUSG00000100944",0,0,0,0,0,0
"ENSMUSG00000101332",0,0,0,0,0,0
"Ecel1",16,19,27,14,16,45
"Ubxn4",1943,1880,5140,3135,3026,5396
"Prss56",8,12,25,23,13,33
"Sec16b",9,7,3,4,12,17
"ENSMUSG00000103021",1,0,1,1,0,0
"Gm7412",0,0,0,0,0,0
"Lct",4,3,13,3,3,2
"Gm34423",2,0,0,0,0,0
"ENSMUSG00000103962",0,0,0,0,0,0
"ENSMUSG00000102789",0,0,0,0,0,0
"Brinp2",51,55,85,18,29,38
"Chrnd",7,6,24,13,9,11
"Mcm6",9221,8723,16688,12932,12189,19928
"Dars1",6331,5926,11472,7770,7434,11776
"Gm23902",0,0,0,0,0,0
"ENSMUSG00000100152",0,0,0,0,0,0
"ENSMUSG00000100941",0,0,0,0,0,0
"Gm25384",0,0,0,0,0,0
"Chrng",6,3,18,8,6,1
"ENSMUSG00000100078",35,27,51,34,36,55
"Cxcr4",65,48,95,59,40,114
"ENSMUSG00000099403",0,0,0,0,0,0
"ENSMUSG00000097283",0,0,0,0,0,0
"Gm23056",0,0,0,0,0,0
"Thsd7b",3,4,1,2,1,0
"ENSMUSG00000103742",0,0,0,0,0,3
"ENSMUSG00000103637",0,0,0,0,0,0
"ENSMUSG00000104130",0,0,0,0,0,0
"Gm15790",0,0,2,3,3,8
"ENSMUSG00000094122",0,0,0,0,0,1
"ENSMUSG00000102800",0,0,0,0,0,0
"ENSMUSG00000103803",0,0,0,0,0,0
"ENSMUSG00000103281",0,0,0,0,0,0
"ENSMUSG00000100623",0,0,0,1,0,0
"ENSMUSG00000086633",0,0,0,0,0,0
"Cd55b",0,0,5,1,1,0
"ENSMUSG00000104419",0,0,0,0,0,0
"Gm23349",0,0,0,0,0,0
"Rpl21-ps1",1,0,0,1,0,0
"ENSMUSG00000103314",0,0,0,0,0,2
"Hlx",2,4,31,4,3,17
"Eif4e2",3173,3025,9937,6618,6442,11522
"ENSMUSG00000101468",0,0,0,0,0,0
"Gm26187",0,0,0,0,0,0
"Ppp1r14bl",0,0,0,0,0,0
"Gm24176",0,0,0,0,0,0
"ENSMUSG00000102766",0,1,0,0,0,0
"Mir30a",0,0,0,0,0,0
"ENSMUSG00000097970",3,1,7,2,4,4
"Mir30c-2",0,0,0,0,0,0
"ENSMUSG00000100775",0,2,0,4,2,3
"Gm20954",0,0,0,0,0,0
"Efhd1",80,87,113,148,127,187
"Ogfrl1",521,449,1433,475,441,1287
"Gm7784",18,13,34,23,20,51
"B3gat2",28,27,33,45,38,83
"Mtarc2",607,611,684,834,740,949
"Mir1981",0,1,0,0,0,1
"ENSMUSG00002076207",0,0,0,0,0,0
"C130074G19Rik",97,96,302,134,129,301
"Astn1",16,18,36,7,5,20
"ENSMUSG00000103762",1,0,0,0,0,0
"ENSMUSG00000103971",0,0,0,0,0,0
"Mir488",0,0,0,0,0,0
"ENSMUSG00000102508",0,0,0,0,0,0
"ENSMUSG00000102618",0,0,0,0,0,0
"Mark1",232,221,600,256,235,547
"ENSMUSG00000102784",0,0,0,1,1,1
"Smap1",855,749,2713,1293,1118,3299
"Sdhaf4",242,227,186,279,256,220
"ENSMUSG00000102495",0,1,0,0,0,0
"Pappa2",3,2,0,0,1,5
"1600012P17Rik",0,1,0,1,0,0
"Gm4953",1,2,0,1,1,3
"Gm7430",0,0,0,0,0,0
"Cop1",375,324,1333,498,514,1127
"ENSMUSG00000103572",1,1,13,8,6,9
"ENSMUSG00000103186",3,1,10,4,1,6
"Scarna3a",0,0,0,0,0,3
"Mir1843b",0,0,0,0,0,0
"ENSMUSG00000103289",0,0,0,0,0,0
"ENSMUSG00000103389",0,0,0,0,0,0
"Rab3gap2",2187,1950,4145,2472,2297,3785
"Snora36b",0,0,0,0,0,0
"Mir664",0,0,0,0,1,0
"Aox1",37,20,110,32,32,74
"Fam135a",1169,1102,2923,1632,1471,2817
"ENSMUSG00000102398",0,0,0,0,0,3
"ENSMUSG00000097670",0,0,0,0,0,0
"Tnr",1,0,0,1,3,2
"ENSMUSG00000103225",0,0,0,0,0,0
"ENSMUSG00000073528",0,0,0,0,0,0
"ENSMUSG00000103719",0,0,0,0,0,0
"Gm24719",0,0,0,0,0,0
"4930523C07Rik",2,5,9,2,0,6
"Aox3",16,15,63,28,18,31
"Gm24548",0,0,0,0,0,0
"Iars2",3092,2968,6627,4157,3999,7408
"Mir194-1",0,0,0,0,0,0
"Mir215",0,0,0,0,0,0
"ENSMUSG00000102526",11,12,19,24,20,42
"Tnn",1,1,0,0,0,0
"Aox4",25,30,66,8,10,10
"ENSMUSG00000089822",0,0,6,0,0,1
"Bpnt1",1143,1129,2057,1681,1495,1934
"Mrps14",920,925,1435,1064,1043,1513
"Cacybp",10164,9859,28492,14545,13532,28870
"ENSMUSG00000103006",3,4,3,0,0,0
"Aox2",5,2,0,2,2,9
"ENSMUSG00000103839",19,13,190,33,30,79
"Col9a1",11,5,43,5,8,2
"Bzw1",7312,7011,15103,9041,8391,9719
"Eprs1",12755,12059,34336,19689,18946,41289
"ENSMUSG00000118510",0,0,0,0,0,0
"Slc30a10",26,29,72,46,27,54
"ENSMUSG00000103799",0,0,0,0,0,0
"Gm9722",0,0,1,0,1,0
"Lyplal1",386,372,1005,420,401,825
"ENSMUSG00000103056",4,2,31,8,7,8
"ENSMUSG00002076007",0,0,0,0,0,0
"ENSMUSG00000103449",0,0,0,0,0,0
"ENSMUSG00000102790",0,0,0,0,0,0
"ENSMUSG00000102217",0,0,0,0,0,0
"Gigyf2",3969,3819,12195,6194,5846,14243
"Gm22549",0,0,0,0,1,1
"Kcnj13",0,2,0,4,2,0
"ENSMUSG00002076368",1,0,0,1,0,2
"Col19a1",2,0,0,0,1,0
"Snorc",4,5,0,0,0,0
"Clk1",6027,5783,11343,6526,6227,13090
"Rabgap1l",452,468,1395,434,402,1048
"Tgfb2",75,70,158,16,20,21
"Gm26169",0,0,0,0,0,0
"ENSMUSG00000100393",1,0,0,0,0,0
"ENSMUSG00000102619",0,0,0,0,2,0
"Rrp15",2226,2108,4302,2563,2417,3517
"ENSMUSG00000104302",0,1,0,1,0,0
"Mir1927",0,0,0,0,0,0
"Gm3809",9,9,37,11,16,13
"ENSMUSG00000103522",0,0,0,0,0,0
"ENSMUSG00000104312",7,10,37,25,27,58
"ENSMUSG00000103693",0,0,0,0,0,3
"ENSMUSG00000104026",0,0,0,1,0,1
"D1Pas1",550,502,1427,1210,1117,1462
"Gpr52",0,3,0,2,1,0
"Gm19058",0,0,0,0,0,0
"ENSMUSG00000104020",0,0,0,0,0,0
"ENSMUSG00000103391",0,0,0,0,3,0
"ENSMUSG00000103432",0,0,1,2,0,0
"Gm23528",0,0,0,0,0,0
"ENSMUSG00000102172",0,0,0,0,0,0
"ENSMUSG00000103200",0,1,0,0,1,0
"ENSMUSG00000103632",4,6,7,3,8,6
"ENSMUSG00000104053",0,0,12,3,0,3
"ENSMUSG00000103631",0,0,0,0,0,0
"Gm24988",0,0,0,0,0,0
"Gm6177",1,2,1,0,1,0
"Ngef",36,52,40,18,26,32
"Ppil3",548,530,1015,583,545,691
"Spata17",5,4,18,10,6,8
"ENSMUSG00000089831",0,0,0,0,0,0
"ENSMUSG00000106839",0,0,0,1,0,0
"ENSMUSG00000107163",0,0,0,0,0,0
"Neu2",1,0,0,1,0,0
"ENSMUSG00000091123",0,0,0,0,0,0
"Rc3h1",866,782,2192,962,935,1578
"ENSMUSG00000103343",1,2,0,10,5,0
"ENSMUSG00000103846",0,0,7,1,0,0
"ENSMUSG00000103739",2,4,6,2,5,3
"Nif3l1",1383,1260,2180,1938,1693,2040
"Serpinc1",6,7,18,1,4,11
"ENSMUSG00000103222",0,0,0,2,1,1
"ENSMUSG00000103680",2,0,2,0,1,0
"Zbtb37",378,338,965,430,392,809
"ENSMUSG00000104016",1,0,23,3,1,1
"Orc2",3364,3308,7501,5664,5358,7721
"Gm23966",2,8,18,11,3,22
"Gpatch2",891,820,2112,1185,1141,2062
"ENSMUSG00000104394",131,116,80,99,73,91
"ENSMUSG00000104245",46,38,148,85,76,153
"Esrrg",5,3,13,3,1,3
"ENSMUSG00000103401",0,0,0,0,0,0
"ENSMUSG00000118492",0,0,0,0,0,0
"9330162B11Rik",0,0,0,0,0,0
"ENSMUSG00000103732",0,0,0,0,0,0
"ENSMUSG00000104482",0,0,0,0,0,0
"Hycc2",523,514,1190,717,620,1110
"Ndufb3",636,562,1744,917,907,1419
"ENSMUSG00000100202",0,0,0,0,0,1
"ENSMUSG00000099490",0,0,0,0,0,0
"Rassf5",99,105,107,98,97,154
"ENSMUSG00000059647",0,0,0,0,0,0
"Ush2a",3,3,1,2,2,0
"Flacc1",4,2,18,4,9,16
"ENSMUSG00000101046",0,0,0,0,0,0
"Gm25095",0,0,0,0,0,0
"Gm25269",0,0,0,0,0,0
"Ikbke",42,63,127,179,173,361
"ENSMUSG00000102027",0,0,1,0,0,1
"Cflar",284,264,720,248,209,425
"ENSMUSG00000100236",0,0,1,0,0,1
"Casp8",71,82,93,46,51,106
"ENSMUSG00000102719",0,0,0,0,0,0
"Gm26224",0,0,0,0,0,0
"Gm22489",0,0,0,0,0,0
"Gm22357",0,0,0,0,0,0
"Gm23212",0,0,0,0,0,0
"Snord78",0,0,0,0,0,0
"ENSMUSG00000065160",0,0,0,0,0,0
"Snord80",0,0,0,0,0,0
"ENSMUSG00002075950",0,0,0,0,0,0
"Snord47",0,0,0,0,0,0
"Gm25789",0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0
"Trak2",1437,1443,2715,1918,1799,2562
"Gm19680",4,13,1,6,9,4
"Gm23032",0,0,0,0,0,0
"ENSMUSG00000082159",0,0,0,0,0,0
"Srgap2",2368,2199,5321,3057,2913,5402
"ENSMUSG00000102733",0,0,0,1,2,1
"ENSMUSG00000104060",2,2,0,0,1,0
"ENSMUSG00000101778",0,0,8,4,3,3
"ENSMUSG00000099959",0,0,0,0,0,1
"ENSMUSG00002076189",0,0,0,0,0,0
"Khdrbs2",7,10,14,7,4,14
"Gm25814",0,0,0,0,0,0
"ENSMUSG00000103482",0,0,0,0,0,0
"ENSMUSG00000104498",0,0,0,0,0,0
"ENSMUSG00000104313",0,1,0,0,0,0
"Gm9839",0,0,0,0,0,0
"Fam72a",251,237,375,316,307,338
"ENSMUSG00000102321",0,0,0,0,0,0
"Semp2l1",0,1,0,0,0,2
"Gm24732",0,0,0,0,0,0
"ENSMUSG00000104433",0,0,0,0,0,0
"ENSMUSG00002076392",0,0,0,0,0,0
"Avpr1b",2,3,7,4,2,3
"ENSMUSG00000102926",0,0,0,0,0,0
"ENSMUSG00000095841",1,0,0,3,0,0
"ENSMUSG00000100497",0,0,0,0,0,0
"ENSMUSG00000102917",0,0,1,0,0,0
"Gm7114",0,5,1,0,0,0
"Gm4785",2,0,0,0,1,0
"Gm24901",0,0,0,1,0,0
"ENSMUSG00000101754",0,0,0,0,0,0
"Gm25792",0,0,0,0,0,0
"ENSMUSG00000103087",2,0,1,2,2,2
"Gm18799",0,0,0,1,0,0
"ENSMUSG00000101612",0,0,0,0,0,5
"Gm23453",0,0,0,0,0,0
"Dars2",1959,1855,2688,1891,1924,1937
"ENSMUSG00000102864",0,0,0,0,0,0
"Prim2",1647,1500,3367,2398,2190,3450
"Gm29228",2,3,2,6,6,7
"Ctse",0,0,0,0,0,1
"Cenpf",4417,4195,14291,5687,5482,12728
"ENSMUSG00000103374",0,0,0,0,0,0
"Stradb",249,236,480,315,298,617
"Rab7b",6,7,17,1,2,0
"C2cd6",9,4,6,12,13,14
"ENSMUSG00000047383",0,0,0,0,0,0
"Gm25502",0,0,0,0,0,0
"Ptpn14",1425,1281,2895,1100,1047,2156
"Slc26a9",18,21,54,23,20,28
"ENSMUSG00000102248",0,0,0,0,0,0
"ENSMUSG00000097925",1,0,14,5,5,13
"Smyd2",368,293,556,306,293,360
"ENSMUSG00000103467",1,2,2,3,6,9
"Pm20d1",294,295,524,307,263,648
"Slc41a1",924,933,1749,1845,1767,2103
"ENSMUSG00000093064",0,0,1,0,0,1
"ENSMUSG00002075368",0,0,0,0,0,0
"Rab29",110,107,197,250,233,376
"ENSMUSG00000100026",1,1,0,3,0,1
"Nucks1",7204,6926,13848,9749,9276,14089
"ENSMUSG00000103569",20,11,40,34,45,39
"ENSMUSG00000103975",0,0,0,0,0,0
"Tmem237",709,701,1291,802,708,1123
"Tnfsf4",1,0,0,0,2,0
"Rps6kc1",608,580,1317,999,951,1662
"Tnfsf18",3,4,3,1,1,1
"ENSMUSG00002076072",0,0,0,0,0,0
"ENSMUSG00000102860",0,0,0,0,0,0
"Gm5049",9,8,0,7,11,7
"Fasl",1,1,0,1,1,0
"ENSMUSG00000103625",1,0,1,1,2,6
"Angel2",1036,962,2172,1473,1313,1942
"Suco",1500,1521,3998,1737,1579,3434
"Gm7496",0,3,0,2,0,0
"Vash2",256,274,569,112,110,187
"ENSMUSG00000103723",0,0,0,0,0,0
"ENSMUSG00000103964",2,1,5,1,0,1
"4930558K02Rik",2,1,0,0,2,3
"Pigc",193,184,226,224,195,287
"ENSMUSG00000103393",0,0,0,0,0,0
"Flvcr1",228,242,368,366,336,310
"Spata45",16,13,70,15,15,21
"Mpp4",8,5,40,12,9,15
"Gm19125",0,1,0,0,0,0
"Tatdn3",112,107,323,169,107,285
"Dnm3",2,6,12,2,5,3
"Nsl1",662,604,1009,603,513,846
"ENSMUSG00000102994",0,0,0,0,0,0
"ENSMUSG00000103576",4,1,21,6,7,11
"Dnm3os",4,1,15,3,4,13
"Mir199a-2",0,0,0,0,0,0
"Mir214",0,0,0,0,0,0
"ENSMUSG00000089933",0,0,0,0,0,0
"ENSMUSG00000066752",0,0,0,0,0,0
"Batf3",3,9,35,3,0,8
"Garin4",0,0,0,0,0,0
"Atf3",42,37,130,54,56,109
"ENSMUSG00002076612",0,0,0,0,0,0
"Als2",2355,2264,4728,2660,2469,4367
"ENSMUSG00000103685",6,6,15,0,1,10
"Mettl13",605,590,1132,587,586,975
"Nenf",52,63,134,63,53,65
"Pacc1",222,226,527,280,268,489
"Cdk15",11,4,6,6,4,15
"ENSMUSG00000104502",5,4,5,16,9,13
"Ppp2r5a",1148,1112,2710,2034,1952,3035
"Gm2272",2,3,7,3,5,13
"ENSMUSG00000104341",0,0,0,0,0,1
"ENSMUSG00000102246",10,16,22,9,10,19
"Vamp4",379,347,541,455,450,655
"ENSMUSG00000091743",0,0,0,0,0,2
"Myoc",0,1,0,0,0,2
"Myocos",0,0,0,0,0,0
"Dtl",2273,2219,4631,2818,2664,4521
"Ints7",1540,1429,2267,2351,2313,2487
"ENSMUSG00000102970",3,4,14,4,5,15
"Lpgat1",1025,940,3200,1213,1185,2537
"Gm22446",0,0,0,0,1,0
"Gm26203",0,1,1,1,0,5
"Gm20203",0,0,0,0,0,0
"Nek2",2413,2294,4738,3602,3357,5996
"Slc30a1",577,498,1229,736,704,1013
"Prrc2c",9696,9221,41476,18261,17287,39101
"ENSMUSG00000098259",4,6,0,0,2,3
"Carf",176,196,550,178,170,393
"Fmo4",2,2,17,2,2,1
"Rcor3",133,114,321,159,148,267
"ENSMUSG00000102755",0,0,0,0,0,0
"Fmo1",2,1,7,6,7,4
"Nfasc",226,249,641,147,127,356
"Nbeal1",1201,1165,3727,1641,1574,3392
"Gm29332",0,0,0,0,0,0
"Gm22609",0,0,0,0,0,0
"Lrrn2",15,14,41,104,115,127
"ENSMUSG00002075842",0,0,0,0,0,0
"ENSMUSG00000102709",0,0,0,2,1,0
"Fmo2",0,0,0,0,0,0
"ENSMUSG00000104057",0,0,0,0,0,0
"Cyp20a1",556,550,1298,593,552,1021
"ENSMUSG00000103822",2,3,0,3,1,4
"Arl4c",665,618,1651,364,366,830
"ENSMUSG00000101736",0,0,1,0,0,0
"Kcnh1",96,71,162,14,16,41
"Gm4753",0,0,0,0,0,0
"ENSMUSG00000099544",0,0,0,0,0,0
"Fmo6",0,0,0,0,0,0
"Sh3bp4",1024,955,1709,1465,1389,2747
"ENSMUSG00000102700",273,255,193,368,339,266
"Gm5259",7,5,9,8,7,3
"Fmo3",0,0,0,0,0,0
"Mroh9",0,0,0,0,0,0
"Gm22671",0,0,0,0,0,0
"ENSMUSG00000103102",2,1,0,0,0,0
"Gm22434",0,0,0,0,0,0
"Hhat",14,23,30,38,43,56
"Gm22265",0,0,0,0,0,0
"ENSMUSG00000103874",0,0,0,0,0,0
"A730013G03Rik",0,0,4,0,0,0
"Agap1",746,752,1938,754,726,1546
"ENSMUSG00000104114",0,0,0,5,0,0
"ENSMUSG00002075930",0,0,0,0,0,0
"ENSMUSG00000101662",0,1,10,4,3,11
"ENSMUSG00002076983",0,0,0,0,0,0
"ENSMUSG00000103252",0,0,0,0,1,0
"Prrx1",31,17,51,18,18,25
"Gbx2",514,499,1355,447,425,512
"ENSMUSG00000103195",0,0,0,0,0,0
"Sertad4",203,167,401,163,173,433
"Gm2367",3,3,9,5,2,3
"Gorab",365,380,917,527,475,901
"Gm24940",0,0,0,0,0,0
"Rpsa-ps1",20,21,36,16,20,31
"Ntmt2",0,0,0,0,0,0
"Gm2343",0,0,0,0,0,0
"Asb18",4,2,2,2,2,20
"Abi2",1633,1539,3383,1352,1281,2427
"Mdm4",8613,8127,15395,10029,9543,19671
"Syt14",509,492,1496,723,705,1230
"ENSMUSG00002076180",0,0,0,0,0,0
"ENSMUSG00000102442",0,0,0,1,0,0
"Iqca1",2,2,2,15,18,24
"Ackr3",80,84,198,172,152,139
"ENSMUSG00000104087",0,0,0,0,0,0
"Raph1",1853,1815,5332,2659,2622,4784
"ENSMUSG00000101951",0,0,0,1,0,0
"ENSMUSG00000081562",36,35,1,17,17,1
"ENSMUSG00000084400",0,0,0,1,0,0
"ENSMUSG00002075783",0,0,0,0,0,0
"Pik3c2b",286,267,709,527,572,1060
"ENSMUSG00000103215",0,0,0,0,0,0
"ENSMUSG00000101997",0,0,0,1,0,0
"ENSMUSG00002075076",0,0,0,0,0,0
"ENSMUSG00000103292",2,0,8,2,3,2
"ENSMUSG00000102425",3,4,20,6,7,7
"Ppp1r15b",2625,2520,5489,4978,4708,5961
"Cd28",8,4,4,1,1,0
"ENSMUSG00000104069",0,0,0,0,0,0
"ENSMUSG00000083118",0,0,0,0,0,0
"ENSMUSG00000083355",0,0,0,2,1,5
"ENSMUSG00000102549",2,1,0,1,1,5
"Kifap3",2319,2167,5387,3012,2766,5276
"Cops8",1438,1430,2329,2034,1926,2363
"Ctla4",0,0,0,1,2,3
"Rpl18-ps1",48,32,80,81,46,59
"Amer3",5,1,12,1,1,7
"ENSMUSG00000100524",0,0,0,0,0,0
"ENSMUSG00000102499",0,0,0,1,0,0
"ENSMUSG00000103521",0,0,0,0,0,4
"ENSMUSG00000104098",1,1,0,0,1,0
"Icos",0,0,1,0,0,0
"ENSMUSG00000102561",0,0,0,0,0,0
"Rpl17-ps1",0,2,9,0,3,5
"ENSMUSG00000082661",0,0,0,0,0,0
"ENSMUSG00000100893",0,0,0,0,0,0
"ENSMUSG00000085248",0,0,0,0,0,0
"ENSMUSG00000086408",0,0,0,2,0,0
"ENSMUSG00002075578",0,0,0,0,0,0
"ENSMUSG00000100965",0,0,0,0,0,0
"ENSMUSG00000102168",0,0,0,0,0,0
"ENSMUSG00000100381",0,0,0,0,0,0
"Scyl3",485,493,1015,811,810,1049
"Pard3b",11,15,52,27,10,15
"ENSMUSG00000103656",0,0,0,1,0,0
"ENSMUSG00000104402",0,0,0,0,0,1
"ENSMUSG00000104081",0,0,0,0,0,1
"ENSMUSG00000103002",0,0,0,0,0,0
"ENSMUSG00000100344",0,0,0,0,0,0
"ENSMUSG00000101509",0,0,0,0,0,0
"Pard3bos2",0,0,0,0,0,0
"ENSMUSG00000102359",0,0,0,0,0,0
"ENSMUSG00000085400",0,0,0,0,0,0
"ENSMUSG00000100750",0,0,0,0,0,0
"ENSMUSG00000081950",0,0,0,0,0,0
"Gm11599",2,3,2,4,3,3
"Col6a3",12,10,77,6,8,35
"Arhgef4",167,182,468,161,146,318
"ENSMUSG00000103061",0,0,0,0,0,0
"ENSMUSG00000103978",0,0,0,0,0,0
"ENSMUSG00000102537",0,0,0,0,0,0
"ENSMUSG00000102612",0,0,0,0,0,0
"Smim39",0,0,0,0,0,0
"ENSMUSG00000104002",18,28,43,25,25,55
"Plekha6",173,174,390,285,294,806
"Firrm",2162,2029,3776,2909,2652,3184
"Fam168b",2070,2008,4360,2418,2170,4097
"Lamb3",63,59,121,41,36,126
"ENSMUSG00000104358",4,3,3,10,5,19
"Plekhb2",856,846,1289,1079,1019,1677
"Gm19430",0,0,8,2,1,0
"ENSMUSG00000103548",0,1,3,0,0,0
"ENSMUSG00000103760",0,0,0,0,0,0
"ENSMUSG00000103997",0,0,0,0,0,0
"Gm25096",0,0,0,0,0,0
"Gm25634",0,0,0,0,0,0
"ENSMUSG00000101714",0,0,0,0,0,0
"Hsd11b1",0,0,0,0,0,0
"ENSMUSG00000103089",0,0,0,0,0,0
"Gm8022",0,0,0,0,1,0
"ENSMUSG00000102279",0,1,0,0,0,1
"G0s2",16,15,45,49,33,158
"ENSMUSG00000104348",1,2,6,5,6,54
"ENSMUSG00000102434",1,0,0,2,3,1
"Hs6st1",1912,1922,4177,2758,2617,3933
"ENSMUSG00000104523",0,0,0,0,0,0
"Camk1g",3,1,4,1,0,0
"ENSMUSG00000103895",0,0,0,0,0,0
"Gm38022",1,0,3,1,1,2
"ENSMUSG00000102981",0,0,0,0,0,0
"Mir205",0,0,0,0,0,0
"ENSMUSG00000104182",0,0,0,0,0,0
"F5",90,68,272,30,33,102
"ENSMUSG00000089790",0,0,0,0,0,0
"Slc19a2",2791,2646,3738,2812,2610,3632
"Uggt1",3537,3358,8522,5167,4954,9144
"Plxna2",205,186,395,217,198,475
"Ccdc181",303,270,899,264,229,655
"Mir6897",0,0,0,0,0,0
"ENSMUSG00000102523",0,0,0,0,0,0
"ENSMUSG00000102621",0,0,0,1,1,0
"ENSMUSG00000102841",0,0,0,0,0,0
"ENSMUSG00000103776",0,0,0,0,0,0
"Neurl3",12,5,26,8,2,3
"ENSMUSG00000103597",0,0,1,0,0,0
"Mir3962",0,0,0,0,0,0
"ENSMUSG00002075163",0,0,0,0,0,0
"Blzf1",752,659,1804,1103,1057,1629
"Lrrfip1",1027,988,2562,534,527,1227
