"","ph.kmeans.cluster","gene","cluster_label"
"2031",2,"PROX1","maternal_oocyte_RNA"
"2032",4,"KCNK2","hESC_RNA"
"2033",5,"CENPF","four_cell_RNA"
"2034",1,"GPATCH2","ICM_RNA"
"2035",1,"KCTD3","ICM_RNA"
"2036",5,"SPATA17","four_cell_RNA"
"2037",3,"LYPLAL1-AS1","maternal_1C_2C_RNA"
"2038",6,"USH2A","eight_cell_RNA"
"2039",4,"RRP15","hESC_RNA"
"2040",6,"LYPLAL1","eight_cell_RNA"
"2041",4,"ZC3H11B","hESC_RNA"
"2042",3,"SLC30A10","maternal_1C_2C_RNA"
"2043",4,"BPNT1","hESC_RNA"
"2044",4,"EPRS","hESC_RNA"
"2045",2,"ESRRG","maternal_oocyte_RNA"
"2046",3,"RPS6KC1","maternal_1C_2C_RNA"
"2047",4,"TGFB2","hESC_RNA"
"2048",5,"TGFB2-OT1","four_cell_RNA"
"2049",1,"LYPLAL1-DT","ICM_RNA"
"2050",4,"1-Mar","hESC_RNA"
"2051",4,"C1orf115","hESC_RNA"
"2052",6,"IARS2","eight_cell_RNA"
"2053",4,"MARK1","hESC_RNA"
"2054",1,"2-Mar","ICM_RNA"
"2055",1,"LINC01352","ICM_RNA"
"2056",1,"C1orf140","ICM_RNA"
"2057",1,"HLX-AS1","ICM_RNA"
"2058",5,"HLX","four_cell_RNA"
"2059",1,"DUSP10","ICM_RNA"
"2060",2,"HHIPL2","maternal_oocyte_RNA"
"2061",3,"RAB3GAP2","maternal_1C_2C_RNA"
"2062",1,"MIR664A","ICM_RNA"
"2063",5,"SNORA36B","four_cell_RNA"
"2064",6,"AURKAP1","eight_cell_RNA"
"2065",6,"LINC02257","eight_cell_RNA"
"2066",6,"TAF1A","eight_cell_RNA"
"2067",3,"TAF1A-AS1","maternal_1C_2C_RNA"
"2068",5,"AIDA","four_cell_RNA"
"2069",2,"FAM177B","maternal_oocyte_RNA"
"2070",6,"TLR5","eight_cell_RNA"
"2071",6,"DISP1","eight_cell_RNA"
"2072",5,"BROX","four_cell_RNA"
"2073",6,"SUSD4","eight_cell_RNA"
"2074",2,"CCDC185","maternal_oocyte_RNA"
"2075",3,"CAPN8","maternal_1C_2C_RNA"
"2076",6,"GTF2IP20","eight_cell_RNA"
"2077",5,"TP53BP2","four_cell_RNA"
"2078",4,"CAPN2","hESC_RNA"
"2079",6,"LOC100287497","eight_cell_RNA"
"2080",4,"FBXO28","hESC_RNA"
"2081",3,"LOC101927143","maternal_1C_2C_RNA"
"2082",3,"MIA3","maternal_1C_2C_RNA"
"2083",2,"DEGS1","maternal_oocyte_RNA"
"2084",4,"DNAH14","hESC_RNA"
"2085",2,"LBR","maternal_oocyte_RNA"
"2086",2,"CNIH3","maternal_oocyte_RNA"
"2087",1,"LOC101927164","ICM_RNA"
"2088",4,"NVL","hESC_RNA"
"2089",4,"CNIH4","hESC_RNA"
"2090",2,"SRP9","maternal_oocyte_RNA"
"2091",3,"WDR26","maternal_1C_2C_RNA"
"2092",4,"MIR4742","hESC_RNA"
"2093",4,"ENAH","hESC_RNA"
"2094",4,"LEFTY1","hESC_RNA"
"2095",5,"LINC01703","four_cell_RNA"
"2096",5,"H3F3A","four_cell_RNA"
"2097",5,"H3F3AP4","four_cell_RNA"
"2098",4,"LEFTY2","hESC_RNA"
"2099",1,"SDE2","ICM_RNA"
"2100",6,"EPHX1","eight_cell_RNA"
"2101",4,"TMEM63A","hESC_RNA"
"2102",1,"PYCR2","ICM_RNA"
"2103",3,"MIXL1","maternal_1C_2C_RNA"
"2104",6,"ACBD3","eight_cell_RNA"
"2105",4,"PARP1","hESC_RNA"
"2106",3,"PSEN2","maternal_1C_2C_RNA"
"2107",4,"ITPKB","hESC_RNA"
"2108",1,"LIN9","ICM_RNA"
"2109",4,"COQ8A","hESC_RNA"
"2110",4,"ZNF678","hESC_RNA"
"2111",5,"LOC107985355","four_cell_RNA"
"2112",3,"WNT3A","maternal_1C_2C_RNA"
"2113",5,"SNAP47","four_cell_RNA"
"2114",4,"JMJD4","hESC_RNA"
"2115",2,"PRSS38","maternal_oocyte_RNA"
"2116",1,"WNT9A","ICM_RNA"
"2117",3,"CDC42BPA","maternal_1C_2C_RNA"
"2118",4,"GJC2","hESC_RNA"
"2119",4,"C1orf35","hESC_RNA"
"2120",5,"IBA57-DT","four_cell_RNA"
"2121",4,"GUK1","hESC_RNA"
"2122",4,"IBA57","hESC_RNA"
"2123",4,"MRPL55","hESC_RNA"
"2124",4,"HIST3H2A","hESC_RNA"
"2125",4,"OBSCN-AS1","hESC_RNA"
"2126",4,"OBSCN","hESC_RNA"
"2127",2,"HIST3H2BB","maternal_oocyte_RNA"
"2128",2,"TRIM17","maternal_oocyte_RNA"
"2129",5,"ARF1","four_cell_RNA"
"2130",5,"MIR3620","four_cell_RNA"
"2131",6,"RNF187","eight_cell_RNA"
"2132",2,"HIST3H3","maternal_oocyte_RNA"
"2133",3,"RNA5S9","maternal_1C_2C_RNA"
"2134",3,"TRIM11","maternal_1C_2C_RNA"
"2135",4,"ACTA1","hESC_RNA"
"2136",5,"CCSAP","four_cell_RNA"
"2137",2,"RHOU","maternal_oocyte_RNA"
"2138",3,"DUSP5P1","maternal_1C_2C_RNA"
"2139",4,"LOC105373159","hESC_RNA"
"2140",4,"RAB4A","hESC_RNA"
"2141",6,"LOC101927478","eight_cell_RNA"
"2142",2,"ABCB10","maternal_oocyte_RNA"
"2143",4,"URB2","hESC_RNA"
"2144",6,"TAF5L","eight_cell_RNA"
"2145",4,"PGBD5","hESC_RNA"
"2146",4,"GALNT2","hESC_RNA"
"2147",1,"NUP133","ICM_RNA"
"2148",6,"TTC13","eight_cell_RNA"
"2149",1,"AGT","ICM_RNA"
"2150",4,"COG2","hESC_RNA"
"2151",2,"CAPN9","maternal_oocyte_RNA"
"2152",1,"ARV1","ICM_RNA"
"2153",4,"C1orf198","hESC_RNA"
"2154",2,"FAM89A","maternal_oocyte_RNA"
"2155",3,"TRIM67","maternal_1C_2C_RNA"
"2156",2,"LOC149373","maternal_oocyte_RNA"
"2157",2,"SNRPD2P2","maternal_oocyte_RNA"
"2158",5,"EXOC8","four_cell_RNA"
"2159",1,"SPRTN","ICM_RNA"
"2160",3,"SIPA1L2","maternal_1C_2C_RNA"
"2161",2,"EGLN1","maternal_oocyte_RNA"
"2162",4,"MAP10","hESC_RNA"
"2163",2,"C1orf131","maternal_oocyte_RNA"
"2164",3,"GNPAT","maternal_1C_2C_RNA"
"2165",2,"KCNK1","maternal_oocyte_RNA"
"2166",5,"SLC35F3","four_cell_RNA"
"2167",4,"MAP3K21","hESC_RNA"
"2168",4,"NTPCR","hESC_RNA"
"2169",4,"PCNX2","hESC_RNA"
"2170",2,"IRF2BP2","maternal_oocyte_RNA"
"2171",1,"TARBP1","ICM_RNA"
"2172",5,"COA6-AS1","four_cell_RNA"
"2173",5,"COA6","four_cell_RNA"
"2174",3,"PP2672","maternal_1C_2C_RNA"
"2175",4,"LOC101927787","hESC_RNA"
"2176",1,"LINC00184","ICM_RNA"
"2177",3,"LOC101927851","maternal_1C_2C_RNA"
"2178",4,"TOMM20","hESC_RNA"
"2179",2,"SNORA14B","maternal_oocyte_RNA"
"2180",4,"GGPS1","hESC_RNA"
"2181",5,"ARID4B","four_cell_RNA"
"2182",6,"RBM34","eight_cell_RNA"
"2183",6,"GNG4","eight_cell_RNA"
"2184",2,"NID1","maternal_oocyte_RNA"
"2185",6,"TBCE","eight_cell_RNA"
"2186",3,"B3GALNT2","maternal_1C_2C_RNA"
"2187",1,"GPR137B","ICM_RNA"
"2188",2,"TSNAX-DISC1","maternal_oocyte_RNA"
"2189",1,"TSNAX","ICM_RNA"
"2190",1,"DISC1","ICM_RNA"
"2191",1,"DISC2","ICM_RNA"
"2192",4,"EDARADD","hESC_RNA"
"2193",1,"ERO1B","ICM_RNA"
"2194",1,"LYST","ICM_RNA"
"2195",5,"ACTN2","four_cell_RNA"
"2196",3,"RYR2","maternal_1C_2C_RNA"
"2197",2,"MT1HL1","maternal_oocyte_RNA"
"2198",6,"LGALS8","eight_cell_RNA"
"2199",4,"LGALS8-AS1","hESC_RNA"
"2200",3,"HEATR1","maternal_1C_2C_RNA"
"2201",6,"MTR","eight_cell_RNA"
"2202",4,"LINC01139","hESC_RNA"
"2203",4,"CHRM3","hESC_RNA"
"2204",2,"GREM2","maternal_oocyte_RNA"
"2205",6,"RGS7","eight_cell_RNA"
"2206",6,"FMN2","eight_cell_RNA"
"2207",2,"WDR64","maternal_oocyte_RNA"
"2208",3,"EXO1","maternal_1C_2C_RNA"
"2209",1,"LINC01347","ICM_RNA"
"2210",4,"PLD5","hESC_RNA"
"2211",6,"FH","eight_cell_RNA"
"2212",1,"LOC100130331","ICM_RNA"
"2213",6,"ZP4","eight_cell_RNA"
"2214",3,"MAP1LC3C","maternal_1C_2C_RNA"
"2215",5,"BECN2","four_cell_RNA"
"2216",2,"KMO","maternal_oocyte_RNA"
"2217",2,"OPN3","maternal_oocyte_RNA"
"2218",5,"CHML","four_cell_RNA"
"2219",5,"CEP170","four_cell_RNA"
"2220",1,"C1orf100","ICM_RNA"
"2221",6,"CATSPERE","eight_cell_RNA"
"2222",2,"DESI2","maternal_oocyte_RNA"
"2223",4,"ADSS","hESC_RNA"
"2224",2,"LOC339529","maternal_oocyte_RNA"
"2225",2,"COX20","maternal_oocyte_RNA"
"2226",5,"ZBTB18","four_cell_RNA"
"2227",1,"SDCCAG8","ICM_RNA"
"2228",6,"AKT3","eight_cell_RNA"
"2229",3,"LOC101928068","maternal_1C_2C_RNA"
"2230",4,"EFCAB2","hESC_RNA"
"2231",5,"HNRNPU","four_cell_RNA"
"2232",3,"KIF26B","maternal_1C_2C_RNA"
"2233",3,"LINC01743","maternal_1C_2C_RNA"
"2234",5,"TFB2M","four_cell_RNA"
"2235",5,"AHCTF1","four_cell_RNA"
"2236",1,"LINC01341","ICM_RNA"
"2237",3,"CNST","maternal_1C_2C_RNA"
"2238",6,"SCCPDH","eight_cell_RNA"
"2239",4,"ZNF695","hESC_RNA"
"2240",4,"ZNF670-ZNF695","hESC_RNA"
"2241",5,"ZNF670","four_cell_RNA"
"2242",6,"SMYD3","eight_cell_RNA"
"2243",5,"ZNF669","four_cell_RNA"
"2244",5,"FLJ39095","four_cell_RNA"
"2245",4,"C1orf229","hESC_RNA"
"2246",2,"MIR3916","maternal_oocyte_RNA"
"2247",2,"VN1R5","maternal_oocyte_RNA"
"2248",2,"ZNF124","maternal_oocyte_RNA"
"2249",2,"OR2B11","maternal_oocyte_RNA"
"2250",5,"NLRP3","four_cell_RNA"
"2251",4,"ZNF496","hESC_RNA"
"2252",1,"OR2W5","ICM_RNA"
"2253",2,"OR2G3","maternal_oocyte_RNA"
"2254",2,"OR2G2","maternal_oocyte_RNA"
"2255",6,"OR14A2","eight_cell_RNA"
"2256",1,"OR14K1","ICM_RNA"
"2257",2,"OR13G1","maternal_oocyte_RNA"
"2258",1,"GCSAML","ICM_RNA"
"2259",2,"OR2C3","maternal_oocyte_RNA"
"2260",2,"OR6F1","maternal_oocyte_RNA"
"2261",2,"OR1C1","maternal_oocyte_RNA"
"2262",5,"OR14A16","four_cell_RNA"
"2263",1,"OR11L1","ICM_RNA"
"2264",6,"TRIM58","eight_cell_RNA"
"2265",3,"OR2W3","maternal_1C_2C_RNA"
"2266",2,"OR2M1P","maternal_oocyte_RNA"
"2267",1,"OR2M2","ICM_RNA"
"2268",3,"OR2M3","maternal_1C_2C_RNA"
"2269",3,"OR2M5","maternal_1C_2C_RNA"
"2270",2,"OR2T33","maternal_oocyte_RNA"
"2271",1,"OR2M7","ICM_RNA"
"2272",1,"OR14C36","ICM_RNA"
"2273",1,"OR2T4","ICM_RNA"
"2274",2,"OR2T6","maternal_oocyte_RNA"
"2275",3,"OR2T12","maternal_1C_2C_RNA"
"2276",2,"OR2T1","maternal_oocyte_RNA"
"2277",2,"OR2T7","maternal_oocyte_RNA"
"2278",2,"OR2T2","maternal_oocyte_RNA"
"2279",5,"OR2T3","four_cell_RNA"
"2280",5,"OR2G6","four_cell_RNA"
"2281",2,"OR2T11","maternal_oocyte_RNA"
"2282",1,"OR2T29","ICM_RNA"
"2283",2,"OR2T34","maternal_oocyte_RNA"
"2284",2,"OR2T10","maternal_oocyte_RNA"
"2285",1,"OR2L13","ICM_RNA"
"2286",2,"OR2L8","maternal_oocyte_RNA"
"2287",2,"OR2AK2","maternal_oocyte_RNA"
"2288",1,"OR2L1P","ICM_RNA"
"2289",5,"OR2L5","four_cell_RNA"
"2290",2,"OR2L2","maternal_oocyte_RNA"
"2291",2,"OR2L3","maternal_oocyte_RNA"
"2292",6,"LOC101928226","eight_cell_RNA"
"2293",2,"OR14I1","maternal_oocyte_RNA"
"2294",5,"LYPD8","four_cell_RNA"
"2295",1,"SH3BP5L","ICM_RNA"
"2296",2,"PGBD2","maternal_oocyte_RNA"
"2297",4,"ZNF692","hESC_RNA"
"2298",3,"ZNF672","maternal_1C_2C_RNA"
"2299",4,"FAM110C","hESC_RNA"
"2300",4,"SH3YL1","hESC_RNA"
"2301",4,"ALKAL2","hESC_RNA"
"2302",4,"ACP1","hESC_RNA"
"2303",4,"LINC01865","hESC_RNA"
"2304",6,"LINC01115","eight_cell_RNA"
"2305",1,"LOC105373352","ICM_RNA"
"2306",3,"TPO","maternal_1C_2C_RNA"
"2307",4,"TMEM18","hESC_RNA"
"2308",1,"SNTG2-AS1","ICM_RNA"
"2309",4,"SNTG2","hESC_RNA"
"2310",4,"PXDN","hESC_RNA"
"2311",1,"LINC01250","ICM_RNA"
"2312",6,"MYT1L","eight_cell_RNA"
"2313",1,"MYT1L-AS1","ICM_RNA"
"2314",6,"EIPR1","eight_cell_RNA"
"2315",4,"RNASEH1-AS1","hESC_RNA"
"2316",4,"RNASEH1","hESC_RNA"
"2317",6,"COLEC11","eight_cell_RNA"
"2318",6,"ADI1","eight_cell_RNA"
"2319",4,"RPS7","hESC_RNA"
"2320",4,"TRAPPC12","hESC_RNA"
"2321",1,"ALLC","ICM_RNA"
"2322",2,"DCDC2C","maternal_oocyte_RNA"
"2323",1,"LINC01249","ICM_RNA"
"2324",4,"SOX11","hESC_RNA"
"2325",4,"LOC400940","hESC_RNA"
"2326",5,"SILC1","four_cell_RNA"
"2327",6,"NRIR","eight_cell_RNA"
"2328",2,"MIR7515HG","maternal_oocyte_RNA"
"2329",5,"RSAD2","four_cell_RNA"
"2330",2,"CMPK2","maternal_oocyte_RNA"
"2331",1,"LOC101929551","ICM_RNA"
"2332",2,"ID2","maternal_oocyte_RNA"
"2333",1,"LINC00298","ICM_RNA"
"2334",1,"LINC00299","ICM_RNA"
"2335",6,"LINC01814","eight_cell_RNA"
"2336",3,"ID2-AS1","maternal_1C_2C_RNA"
"2337",4,"RNF144A-AS1","hESC_RNA"
"2338",3,"RNF144A","maternal_1C_2C_RNA"
"2339",1,"MBOAT2","ICM_RNA"
"2340",1,"GRHL1","ICM_RNA"
"2341",1,"IAH1","ICM_RNA"
"2342",3,"ADAM17","maternal_1C_2C_RNA"
"2343",4,"YWHAQ","hESC_RNA"
"2344",2,"TAF1B","maternal_oocyte_RNA"
"2345",1,"KLF11","ICM_RNA"
"2346",5,"LOC101929882","four_cell_RNA"
"2347",3,"CYS1","maternal_1C_2C_RNA"
"2348",4,"HPCAL1","hESC_RNA"
"2349",5,"C2orf48","four_cell_RNA"
"2350",5,"ODC1-DT","four_cell_RNA"
"2351",5,"RRM2","four_cell_RNA"
"2352",3,"KIDINS220","maternal_1C_2C_RNA"
"2353",5,"NOL10","four_cell_RNA"
"2354",4,"RN7SL832P","hESC_RNA"
"2355",1,"ODC1","ICM_RNA"
"2356",5,"SNORA80B","four_cell_RNA"
"2357",4,"ROCK2","hESC_RNA"
"2358",6,"C2orf50","eight_cell_RNA"
"2359",1,"FLJ33534","ICM_RNA"
"2360",3,"LINC00570","maternal_1C_2C_RNA"
"2361",4,"KCNF1","hESC_RNA"
"2362",1,"PQLC3","ICM_RNA"
"2363",5,"NTSR2","four_cell_RNA"
"2364",5,"E2F6","four_cell_RNA"
"2365",3,"ASAP2","maternal_1C_2C_RNA"
"2366",4,"CPSF3","hESC_RNA"
"2367",6,"ITGB1BP1","eight_cell_RNA"
"2368",3,"GREB1","maternal_1C_2C_RNA"
"2369",6,"MIR4429","eight_cell_RNA"
"2370",1,"LINC00276","ICM_RNA"
"2371",6,"LOC100506474","eight_cell_RNA"
"2372",1,"ATP6V1C2","ICM_RNA"
"2373",4,"PDIA6","hESC_RNA"
"2374",4,"TRIB2","hESC_RNA"
"2375",2,"LPIN1","maternal_oocyte_RNA"
"2376",6,"MIR3681HG","eight_cell_RNA"
"2377",4,"LRATD1","hESC_RNA"
"2378",3,"NBAS","maternal_1C_2C_RNA"
"2379",6,"LINC01804","eight_cell_RNA"
"2380",4,"FAM49A","hESC_RNA"
"2381",4,"MYCNOS","hESC_RNA"
"2382",4,"MYCN","hESC_RNA"
"2383",2,"RAD51AP2","maternal_oocyte_RNA"
"2384",4,"DDX1","hESC_RNA"
"2385",2,"MSGN1","maternal_oocyte_RNA"
"2386",2,"GEN1","maternal_oocyte_RNA"
"2387",4,"VSNL1","hESC_RNA"
"2388",4,"KCNS3","hESC_RNA"
"2389",1,"SMC6","ICM_RNA"
"2390",1,"OSR1","ICM_RNA"
"2391",4,"RDH14","hESC_RNA"
"2392",1,"NT5C1B-RDH14","ICM_RNA"
"2393",1,"NT5C1B","ICM_RNA"
"2394",6,"TTC32","eight_cell_RNA"
"2395",3,"LINC00954","maternal_1C_2C_RNA"
"2396",3,"WDR35","maternal_1C_2C_RNA"
"2397",2,"RHOB","maternal_oocyte_RNA"
"2398",1,"LOC101928222","ICM_RNA"
"2399",4,"MATN3","hESC_RNA"
"2400",4,"LAPTM4A","hESC_RNA"
"2401",1,"HS1BP3-IT1","ICM_RNA"
"2402",3,"HS1BP3","maternal_1C_2C_RNA"
"2403",2,"LOC107985856","maternal_oocyte_RNA"
"2404",5,"GDF7","four_cell_RNA"
"2405",4,"SDC1","hESC_RNA"
"2406",1,"TDRD15","ICM_RNA"
"2407",4,"APOB","hESC_RNA"
"2408",2,"LINC01822","maternal_oocyte_RNA"
"2409",1,"KLHL29","ICM_RNA"
"2410",4,"LDAH","hESC_RNA"
"2411",5,"PUM2","four_cell_RNA"
"2412",3,"MFSD2B","maternal_1C_2C_RNA"
"2413",5,"UBXN2A","four_cell_RNA"
"2414",6,"WDCP","eight_cell_RNA"
"2415",3,"ATAD2B","maternal_1C_2C_RNA"
"2416",4,"FKBP1B","hESC_RNA"
"2417",5,"SF3B6","four_cell_RNA"
"2418",6,"FAM228A","eight_cell_RNA"
"2419",2,"FAM228B","maternal_oocyte_RNA"
"2420",4,"TP53I3","hESC_RNA"
"2421",2,"PFN4","maternal_oocyte_RNA"
"2422",3,"NCOA1","maternal_1C_2C_RNA"
"2423",1,"DNAJC27-AS1","ICM_RNA"
"2424",3,"ITSN2","maternal_1C_2C_RNA"
"2425",6,"DNAJC27","eight_cell_RNA"
"2426",3,"EFR3B","maternal_1C_2C_RNA"
"2427",2,"POMC","maternal_oocyte_RNA"
"2428",4,"HADHA","hESC_RNA"
"2429",6,"PTRHD1","eight_cell_RNA"
"2430",3,"ADCY3","maternal_1C_2C_RNA"
"2431",6,"CENPO","eight_cell_RNA"
"2432",4,"RAB10","hESC_RNA"
"2433",5,"ASXL2","four_cell_RNA"
"2434",6,"KIF3C","eight_cell_RNA"
"2435",4,"DNMT3A","hESC_RNA"
"2436",5,"MIR1301","four_cell_RNA"
"2437",4,"DRC1","hESC_RNA"
"2438",2,"OTOF","maternal_oocyte_RNA"
"2439",4,"HADHB","hESC_RNA"
"2440",2,"KCNK3","maternal_oocyte_RNA"
"2441",1,"C2orf70","ICM_RNA"
"2442",3,"GAREM2","maternal_1C_2C_RNA"
"2443",5,"ADGRF3","four_cell_RNA"
"2444",2,"SELENOI","maternal_oocyte_RNA"
"2445",3,"DPYSL5","maternal_1C_2C_RNA"
"2446",2,"SLC35F6","maternal_oocyte_RNA"
"2447",1,"CENPA","ICM_RNA"
"2448",4,"TMEM214","hESC_RNA"
"2449",1,"MAPRE3","ICM_RNA"
"2450",4,"EMILIN1","hESC_RNA"
"2451",6,"DTNB","eight_cell_RNA"
"2452",6,"AGBL5","eight_cell_RNA"
"2453",4,"OST4","hESC_RNA"
"2454",5,"TCF23","four_cell_RNA"
"2455",5,"PRR30","four_cell_RNA"
"2456",2,"ABHD1","maternal_oocyte_RNA"
"2457",2,"PREB","maternal_oocyte_RNA"
"2458",2,"SLC5A6","maternal_oocyte_RNA"
"2459",4,"ATRAID","hESC_RNA"
"2460",3,"KHK","maternal_1C_2C_RNA"
"2461",6,"CGREF1","eight_cell_RNA"
"2462",4,"CAD","hESC_RNA"
"2463",6,"MPV17","eight_cell_RNA"
"2464",4,"TRIM54","hESC_RNA"
"2465",6,"UCN","eight_cell_RNA"
"2466",6,"SLC30A3","eight_cell_RNA"
"2467",6,"DNAJC5G","eight_cell_RNA"
"2468",4,"EIF2B4","hESC_RNA"
"2469",4,"PPM1G","hESC_RNA"
"2470",5,"FTH1P3","four_cell_RNA"
"2471",4,"SNX17","hESC_RNA"
"2472",1,"ZNF513","ICM_RNA"
"2473",3,"GTF3C2","maternal_1C_2C_RNA"
"2474",2,"GCKR","maternal_oocyte_RNA"
"2475",2,"C2orf16","maternal_oocyte_RNA"
"2476",4,"KRTCAP3","hESC_RNA"
"2477",2,"IFT172","maternal_oocyte_RNA"
"2478",6,"FNDC4","eight_cell_RNA"
"2479",4,"LINC01460","hESC_RNA"
"2480",6,"ZNF512","eight_cell_RNA"
"2481",5,"NRBP1","four_cell_RNA"
"2482",1,"LOC105374378","ICM_RNA"
"2483",2,"MRPL33","maternal_oocyte_RNA"
"2484",1,"CCDC121","ICM_RNA"
"2485",5,"SUPT7L","four_cell_RNA"
"2486",4,"GPN1","hESC_RNA"
"2487",5,"SLC4A1AP","four_cell_RNA"
"2488",1,"FOSL2","ICM_RNA"
"2489",2,"PPP1CB","maternal_oocyte_RNA"
"2490",1,"PCARE","ICM_RNA"
"2491",4,"SPDYA","hESC_RNA"
"2492",4,"TRMT61B","hESC_RNA"
"2493",6,"PLB1","eight_cell_RNA"
"2494",1,"TOGARAM2","ICM_RNA"
"2495",5,"WDR43","four_cell_RNA"
"2496",1,"SNORD53","ICM_RNA"
"2497",2,"SNORD53B","maternal_oocyte_RNA"
"2498",6,"RBKS","eight_cell_RNA"
"2499",2,"BABAM2-AS1","maternal_oocyte_RNA"
"2500",1,"LOC100505716","ICM_RNA"
"2501",4,"BABAM2","hESC_RNA"
"2502",1,"CLIP4","ICM_RNA"
"2503",3,"ALK","maternal_1C_2C_RNA"
"2504",6,"LINC01936","eight_cell_RNA"
"2505",2,"LBH","maternal_oocyte_RNA"
"2506",2,"LCLAT1","maternal_oocyte_RNA"
"2507",1,"YPEL5","ICM_RNA"
"2508",6,"EHD3","eight_cell_RNA"
"2509",3,"CAPN14","maternal_1C_2C_RNA"
"2510",6,"CAPN13","eight_cell_RNA"
"2511",2,"XDH","maternal_oocyte_RNA"
"2512",3,"LINC01946","maternal_1C_2C_RNA"
"2513",1,"SRD5A2","ICM_RNA"
"2514",4,"MEMO1","hESC_RNA"
"2515",4,"GALNT14","hESC_RNA"
"2516",2,"YIPF4","maternal_oocyte_RNA"
"2517",2,"NLRC4","maternal_oocyte_RNA"
"2518",1,"DPY30","ICM_RNA"
"2519",1,"SPAST","ICM_RNA"
"2520",2,"SLC30A6","maternal_oocyte_RNA"
"2521",4,"TTC27","hESC_RNA"
"2522",3,"LTBP1","maternal_1C_2C_RNA"
"2523",1,"BIRC6","ICM_RNA"
"2524",4,"CRIM1-DT","hESC_RNA"
"2525",4,"FAM98A","hESC_RNA"
"2526",4,"CRIM1","hESC_RNA"
"2527",6,"RASGRP3","eight_cell_RNA"
"2528",1,"FEZ2","ICM_RNA"
"2529",1,"LINC01317","ICM_RNA"
"2530",1,"MYADML","ICM_RNA"
"2531",6,"LINC01318","eight_cell_RNA"
"2532",2,"VIT","maternal_oocyte_RNA"
"2533",3,"HEATR5B","maternal_1C_2C_RNA"
"2534",4,"STRN","hESC_RNA"
"2535",3,"SULT6B1","maternal_1C_2C_RNA"
"2536",5,"GPATCH11","four_cell_RNA"
"2537",3,"EIF2AK2","maternal_1C_2C_RNA"
"2538",4,"QPCT","hESC_RNA"
"2539",2,"CYP1B1","maternal_oocyte_RNA"
"2540",1,"CYP1B1-AS1","ICM_RNA"
"2541",4,"CDC42EP3","hESC_RNA"
"2542",6,"CEBPZOS","eight_cell_RNA"
"2543",4,"CEBPZ","hESC_RNA"
"2544",5,"NDUFAF7","four_cell_RNA"
"2545",4,"PRKD3","hESC_RNA"
"2546",3,"LINC02613","maternal_1C_2C_RNA"
"2547",2,"RMDN2","maternal_oocyte_RNA"
"2548",2,"RMDN2-AS1","maternal_oocyte_RNA"
"2549",4,"HNRNPLL","hESC_RNA"
"2550",1,"ATL2","ICM_RNA"
"2551",5,"GALM","four_cell_RNA"
"2552",4,"DHX57","hESC_RNA"
"2553",5,"GEMIN6","four_cell_RNA"
"2554",6,"MORN2","eight_cell_RNA"
"2555",4,"SRSF7","hESC_RNA"
"2556",2,"SOS1","maternal_oocyte_RNA"
"2557",6,"CDKL4","eight_cell_RNA"
"2558",6,"ARHGEF33","eight_cell_RNA"
"2559",3,"LOC375196","maternal_1C_2C_RNA"
"2560",4,"TMEM178A","hESC_RNA"
"2561",6,"MAP4K3-DT","eight_cell_RNA"
"2562",1,"MAP4K3","ICM_RNA"
"2563",4,"THUMPD2","hESC_RNA"
"2564",6,"LINC01914","eight_cell_RNA"
"2565",4,"PKDCC","hESC_RNA"
"2566",2,"C2orf91","maternal_oocyte_RNA"
"2567",5,"KCNG3","four_cell_RNA"
"2568",1,"OXER1","ICM_RNA"
"2569",3,"LOC102723824","maternal_1C_2C_RNA"
"2570",4,"EML4","hESC_RNA"
"2571",4,"HAAO","hESC_RNA"
"2572",1,"LINC02580","ICM_RNA"
"2573",6,"COX7A2L","eight_cell_RNA"
"2574",5,"LINC01819","four_cell_RNA"
"2575",6,"MTA3","eight_cell_RNA"
"2576",2,"ZFP36L2","maternal_oocyte_RNA"
"2577",4,"LINC01126","hESC_RNA"
"2578",5,"PLEKHH2","four_cell_RNA"
"2579",5,"C1GALT1C1L","four_cell_RNA"
"2580",6,"ABCG8","eight_cell_RNA"
"2581",6,"SLC8A1-AS1","eight_cell_RNA"
"2582",6,"SLC8A1","eight_cell_RNA"
"2583",6,"DYNC2LI1","eight_cell_RNA"
"2584",5,"ABCG5","four_cell_RNA"
"2585",3,"THADA","maternal_1C_2C_RNA"
"2586",2,"PPM1B","maternal_oocyte_RNA"
"2587",2,"LRPPRC","maternal_oocyte_RNA"
"2588",1,"LINC01833","ICM_RNA"
"2589",5,"SIX2","four_cell_RNA"
"2590",4,"CAMKMT","hESC_RNA"
"2591",3,"SRBD1","maternal_1C_2C_RNA"
"2592",3,"PRKCE","maternal_1C_2C_RNA"
"2593",3,"SIX3-AS1","maternal_1C_2C_RNA"
"2594",3,"SIX3","maternal_1C_2C_RNA"
"2595",2,"LINC01820","maternal_oocyte_RNA"
"2596",1,"EPAS1","ICM_RNA"
"2597",2,"SOCS5","maternal_oocyte_RNA"
"2598",5,"TMEM247","four_cell_RNA"
"2599",5,"LINC02583","four_cell_RNA"
"2600",5,"CRIPT","four_cell_RNA"
"2601",6,"LINC01118","eight_cell_RNA"
"2602",3,"LINC01119","maternal_1C_2C_RNA"
"2603",6,"STPG4","eight_cell_RNA"
"2604",4,"ATP6V1E2","hESC_RNA"
"2605",1,"PIGF","ICM_RNA"
